%eval_id interface pd             po             fa             response_fn_1  response_fn_2  response_fn_3  response_fn_4  response_fn_5  response_fn_6  response_fn_7  response_fn_8  response_fn_9  
998      bat        0.000475       0.3395         0.6178333333   5652.52051     0.54854        219.571        15.56          0.10132        1.2747         22.1959        1.2747         15.56          
999      bat        0.0005166666667 0.3395         0.6178333333   5651.80322     0.54854        219.5709       15.56          0.10132        1.2819         22.1914        1.2819         15.56          
1000     bat        0.0005583333333 0.3395         0.6178333333   5651.44775     0.54854        219.571        15.56          0.09993        1.2298         22.192         1.2298         15.56          
1001     bat        0.0006         0.3395         0.6178333333   5651.09229     0.54854        219.571        15.56          0.09993        1.2355         22.1922        1.2355         15.56          
1002     bat        0.0001         0.349          0.6178333333   5646.50879     0.55271        219.2964       15.56          0.1041         1.2547         22.0773        1.2547         15.56          
1003     bat        0.0001416666667 0.349          0.6178333333   5647.4248      0.55132        219.2964       15.56          0.1041         1.2833         22.0803        1.2833         15.56          
1004     bat        0.0001833333333 0.349          0.6178333333   5646.87598     0.55132        219.2964       15.56          0.10271        1.2512         22.0809        1.2512         15.56          
1005     bat        0.000225       0.349          0.6178333333   5645.4541      0.55132        219.2965       15.56          0.10271        1.2682         22.0766        1.2682         15.56          
1006     bat        0.0002666666667 0.349          0.6178333333   5647.43652     0.54993        219.2965       15.56          0.10271        1.2827         22.0803        1.2827         15.56          
1007     bat        0.0003083333333 0.349          0.6178333333   5647.59961     0.54993        219.2964       15.56          0.10271        1.2953         22.0816        1.2953         15.56          
1008     bat        0.00035        0.349          0.6178333333   5646.89551     0.54993        219.2965       15.56          0.10132        1.2493         22.0812        1.2493         15.56          
1009     bat        0.0003916666667 0.349          0.6178333333   5646.18945     0.54993        219.2965       15.56          0.10132        1.2586         22.0795        1.2586         15.56          
1010     bat        0.0004333333333 0.349          0.6178333333   5645.8291      0.54993        219.2965       15.56          0.10132        1.2671         22.0824        1.2671         15.56          
1011     bat        0.000475       0.349          0.6178333333   5646.05225     0.54854        219.2965       15.56          0.10132        1.2747         22.0786        1.2747         15.56          
1012     bat        0.0005166666667 0.349          0.6178333333   5647.44824     0.54854        219.2966       15.56          0.10132        1.2819         22.08          1.2819         15.56          
1013     bat        0.0005583333333 0.349          0.6178333333   5647.97021     0.54854        219.2966       15.56          0.10132        1.2885         22.0807        1.2885         15.56          
1014     bat        0.0006         0.349          0.6178333333   5647.62207     0.54854        219.2966       15.56          0.10132        1.2947         22.081         1.2947         15.56          
1015     bat        0.0001         0.235          0.626          5697.22363     0.54576        221.7912       15.56          0.10132        1.1538         23.0943        1.1538         15.56          
1016     bat        0.0001416666667 0.235          0.626          5695.3916      0.54576        221.7913       15.56          0.10132        1.1787         23.0949        1.1787         15.56          
1017     bat        0.0001833333333 0.235          0.626          5697.60352     0.54438        221.7913       15.56          0.10132        1.198          23.0937        1.198          15.56          
1018     bat        0.000225       0.235          0.626          5696.5127      0.54438        221.7913       15.56          0.09993        1.1608         23.0935        1.1608         15.56          
1019     bat        0.0002666666667 0.235          0.626          5695.77979     0.54438        221.7913       15.56          0.09993        1.1733         23.0958        1.1733         15.56          
1020     bat        0.0003083333333 0.235          0.626          5695.04395     0.54438        221.7913       15.56          0.09993        1.1841         23.0961        1.1841         15.56          
1021     bat        0.00035        0.235          0.626          5697.38086     0.54299        221.7913       15.56          0.09993        1.1937         23.0949        1.1937         15.56          
1022     bat        0.0003916666667 0.235          0.626          5697.26025     0.54299        221.7914       15.56          0.09854        1.1474         23.0924        1.1474         15.56          
1023     bat        0.0004333333333 0.235          0.626          5696.89307     0.54299        221.7914       15.56          0.09854        1.1546         23.0945        1.1546         15.56          
1024     bat        0.000475       0.235          0.626          5696.5293      0.54299        221.7914       15.56          0.09854        1.1612         23.0959        1.1612         15.56          
1025     bat        0.0005166666667 0.235          0.626          5695.80176     0.54299        221.7915       15.56          0.09854        1.1672         23.091         1.1672         15.56          
1026     bat        0.0005583333333 0.235          0.626          5695.43457     0.54299        221.7915       15.56          0.09854        1.1728         23.0911        1.1728         15.56          
1027     bat        0.0006         0.235          0.626          5695.43066     0.54299        221.7914       15.56          0.09854        1.1781         23.0966        1.1781         15.56          
1028     bat        0.0001         0.2445         0.626          5690.31006     0.54576        221.5513       15.56          0.10271        1.2037         22.9934        1.2037         15.56          
1029     bat        0.0001416666667 0.2445         0.626          5692.00098     0.54576        221.5513       15.56          0.10132        1.1787         22.9942        1.1787         15.56          
1030     bat        0.0001833333333 0.2445         0.626          5690.57129     0.54576        221.5514       15.56          0.10132        1.198          22.9931        1.198          15.56          
1031     bat        0.000225       0.2445         0.626          5692.70508     0.54438        221.5514       15.56          0.09993        1.1608         22.9929        1.1608         15.56          
1032     bat        0.0002666666667 0.2445         0.626          5692.33838     0.54438        221.5512       15.56          0.09993        1.1733         22.9953        1.1733         15.56          
1033     bat        0.0003083333333 0.2445         0.626          5691.59619     0.54438        221.5512       15.56          0.09993        1.1841         22.9956        1.1841         15.56          
1034     bat        0.00035        0.2445         0.626          5690.91113     0.54438        221.5513       15.56          0.09993        1.1937         22.9944        1.1937         15.56          
1035     bat        0.0003916666667 0.2445         0.626          5690.43604     0.54438        221.551        15.56          0.09993        1.2023         22.9976        1.2023         15.56          
1036     bat        0.0004333333333 0.2445         0.626          5691.72852     0.54299        221.5514       15.56          0.09854        1.1546         22.9942        1.1546         15.56          
1037     bat        0.000475       0.2445         0.626          5692.65771     0.54299        221.5512       15.56          0.09854        1.1612         22.9956        1.1612         15.56          
1038     bat        0.0005166666667 0.2445         0.626          5692.68066     0.54299        221.5511       15.56          0.09854        1.1672         22.9964        1.1672         15.56          
1039     bat        0.0005583333333 0.2445         0.626          5692.31348     0.54299        221.5511       15.56          0.09854        1.1728         22.9966        1.1728         15.56          
1040     bat        0.0006         0.2445         0.626          5691.95801     0.54299        221.5511       15.56          0.09854        1.1781         22.9963        1.1781         15.56          
1041     bat        0.0001         0.254          0.626          5687.00977     0.54715        221.3084       15.56          0.10271        1.2037         22.8963        1.2037         15.56          
1042     bat        0.0001416666667 0.254          0.626          5685.66553     0.54576        221.3084       15.56          0.10132        1.1787         22.8973        1.1787         15.56          
1043     bat        0.0001833333333 0.254          0.626          5687.3877      0.54576        221.3085       15.56          0.10132        1.198          22.8964        1.198          15.56          
1044     bat        0.000225       0.254          0.626          5686.29932     0.54576        221.3085       15.56          0.10132        1.2139         22.8964        1.2139         15.56          
1045     bat        0.0002666666667 0.254          0.626          5685.68652     0.54438        221.3085       15.56          0.09993        1.1733         22.8935        1.1733         15.56          
1046     bat        0.0003083333333 0.254          0.626          5687.88037     0.54438        221.3085       15.56          0.09993        1.1841         22.8939        1.1841         15.56          
1047     bat        0.00035        0.254          0.626          5687.40332     0.54438        221.3085       15.56          0.09993        1.1937         22.8927        1.1937         15.56          
1048     bat        0.0003916666667 0.254          0.626          5687.04102     0.54438        221.3085       15.56          0.09993        1.2023         22.8959        1.2023         15.56          
1049     bat        0.0004333333333 0.254          0.626          5686.68604     0.54438        221.3085       15.56          0.09993        1.2101         22.8982        1.2101         15.56          
1050     bat        0.000475       0.254          0.626          5685.94775     0.54438        221.3086       15.56          0.09854        1.1612         22.894         1.1612         15.56          
1051     bat        0.0005166666667 0.254          0.626          5685.5791      0.54438        221.3086       15.56          0.09854        1.1672         22.8948        1.1672         15.56          
1052     bat        0.0005583333333 0.254          0.626          5685.67871     0.54299        221.3086       15.56          0.09854        1.1728         22.8951        1.1728         15.56          
1053     bat        0.0006         0.254          0.626          5687.10303     0.54299        221.3086       15.56          0.09854        1.1781         22.8949        1.1781         15.56          
1054     bat        0.0001         0.2635         0.626          5682.39648     0.54715        221.0636       15.56          0.10271        1.2037         22.7928        1.2037         15.56          
1055     bat        0.0001416666667 0.2635         0.626          5681.85645     0.54715        221.0636       15.56          0.10132        1.1787         22.7939        1.1787         15.56          
1056     bat        0.0001833333333 0.2635         0.626          5680.97559     0.54576        221.0636       15.56          0.10132        1.198          22.7931        1.198          15.56          
1057     bat        0.000225       0.2635         0.626          5682.96191     0.54576        221.0637       15.56          0.10132        1.2139         22.7932        1.2139         15.56          
1058     bat        0.0002666666667 0.2635         0.626          5682.23682     0.54576        221.0637       15.56          0.09993        1.1733         22.7958        1.1733         15.56          
1059     bat        0.0003083333333 0.2635         0.626          5681.5127      0.54576        221.0637       15.56          0.09993        1.1841         22.7963        1.1841         15.56          
1060     bat        0.00035        0.2635         0.626          5680.77832     0.54576        221.0636       15.56          0.09993        1.1937         22.7953        1.1937         15.56          
1061     bat        0.0003916666667 0.2635         0.626          5682.39746     0.54438        221.0637       15.56          0.09993        1.2023         22.793         1.2023         15.56          
1062     bat        0.0004333333333 0.2635         0.626          5683.12305     0.54438        221.0637       15.56          0.09993        1.2101         22.7953        1.2101         15.56          
1063     bat        0.000475       0.2635         0.626          5682.97754     0.54438        221.0637       15.56          0.09993        1.2172         22.7968        1.2172         15.56          
1064     bat        0.0005166666667 0.2635         0.626          5682.25879     0.54438        221.0638       15.56          0.09854        1.1672         22.792         1.1672         15.56          
1065     bat        0.0005583333333 0.2635         0.626          5681.89551     0.54438        221.0638       15.56          0.09854        1.1728         22.7922        1.1728         15.56          
1066     bat        0.0006         0.2635         0.626          5681.53369     0.54438        221.0638       15.56          0.09854        1.1781         22.7921        1.1781         15.56          
1067     bat        0.0001         0.273          0.626          5676.66113     0.54854        220.815        15.56          0.10271        1.2037         22.693         1.2037         15.56          
1068     bat        0.0001416666667 0.273          0.626          5677.54834     0.54715        220.8151       15.56          0.10271        1.2304         22.6944        1.2304         15.56          
1069     bat        0.0001833333333 0.273          0.626          5677.04004     0.54715        220.8151       15.56          0.10132        1.198          22.6938        1.198          15.56          
1070     bat        0.000225       0.273          0.626          5675.9541      0.54715        220.8151       15.56          0.10132        1.2139         22.6941        1.2139         15.56          
1071     bat        0.0002666666667 0.273          0.626          5677.56543     0.54576        220.8152       15.56          0.10132        1.2273         22.6913        1.2273         15.56          
1072     bat        0.0003083333333 0.273          0.626          5677.7793      0.54576        220.8152       15.56          0.09993        1.1841         22.6919        1.1841         15.56          
1073     bat        0.00035        0.273          0.626          5677.05713     0.54576        220.8152       15.56          0.09993        1.1937         22.6909        1.1937         15.56          
1074     bat        0.0003916666667 0.273          0.626          5676.69775     0.54576        220.8152       15.56          0.09993        1.2023         22.6943        1.2023         15.56          
1075     bat        0.0004333333333 0.273          0.626          5675.97119     0.54576        220.8152       15.56          0.09993        1.2101         22.691         1.2101         15.56          
1076     bat        0.000475       0.273          0.626          5675.61035     0.54576        220.8152       15.56          0.09993        1.2172         22.6926        1.2172         15.56          
1077     bat        0.0005166666667 0.273          0.626          5676.13867     0.54438        220.8152       15.56          0.09993        1.2238         22.6935        1.2238         15.56          
1078     bat        0.0005583333333 0.273          0.626          5677.55371     0.54438        220.8152       15.56          0.09993        1.2298         22.6939        1.2298         15.56          
1079     bat        0.0006         0.273          0.626          5678.11865     0.54438        220.8152       15.56          0.09854        1.1781         22.6937        1.1781         15.56          
1080     bat        0.0001         0.2825         0.626          5673.2085      0.54854        220.5649       15.56          0.10271        1.2037         22.5868        1.2037         15.56          
1081     bat        0.0001416666667 0.2825         0.626          5671.42432     0.54854        220.565        15.56          0.10271        1.2304         22.5884        1.2304         15.56          
1082     bat        0.0001833333333 0.2825         0.626          5672.66211     0.54715        220.565        15.56          0.10132        1.198          22.5878        1.198          15.56          
1083     bat        0.000225       0.2825         0.626          5672.52441     0.54715        220.565        15.56          0.10132        1.2139         22.5882        1.2139         15.56          
1084     bat        0.0002666666667 0.2825         0.626          5671.81348     0.54715        220.5651       15.56          0.10132        1.2273         22.591         1.2273         15.56          
1085     bat        0.0003083333333 0.2825         0.626          5670.72363     0.54715        220.5651       15.56          0.09993        1.1841         22.5861        1.1841         15.56          
1086     bat        0.00035        0.2825         0.626          5671.23584     0.54576        220.5651       15.56          0.09993        1.1937         22.5908        1.1937         15.56          
1087     bat        0.0003916666667 0.2825         0.626          5673.22168     0.54576        220.5651       15.56          0.09993        1.2023         22.5886        1.2023         15.56          
1088     bat        0.0004333333333 0.2825         0.626          5672.90723     0.54576        220.5651       15.56          0.09993        1.2101         22.5911        1.2101         15.56          
1089     bat        0.000475       0.2825         0.626          5672.18604     0.54576        220.5651       15.56          0.09993        1.2172         22.587         1.2172         15.56          
1090     bat        0.0005166666667 0.2825         0.626          5671.8252      0.54576        220.5651       15.56          0.09993        1.2238         22.588         1.2238         15.56          
1091     bat        0.0005583333333 0.2825         0.626          5671.46338     0.54576        220.5651       15.56          0.09993        1.2298         22.5884        1.2298         15.56          
1092     bat        0.0006         0.2825         0.626          5671.10254     0.54576        220.5651       15.56          0.09993        1.2355         22.5882        1.2355         15.56          
1093     bat        0.0001         0.292          0.626          5666.45557     0.54993        220.3122       15.56          0.10271        1.2037         22.4844        1.2037         15.56          
1094     bat        0.0001416666667 0.292          0.626          5668.17773     0.54854        220.312        15.56          0.10271        1.2304         22.4862        1.2304         15.56          
1095     bat        0.0001833333333 0.292          0.626          5666.77832     0.54854        220.3121       15.56          0.10132        1.198          22.4858        1.198          15.56          
1096     bat        0.000225       0.292          0.626          5665.67773     0.54854        220.3121       15.56          0.10132        1.2139         22.4863        1.2139         15.56          
1097     bat        0.0002666666667 0.292          0.626          5668.24365     0.54715        220.3123       15.56          0.10132        1.2273         22.4838        1.2273         15.56          
1098     bat        0.0003083333333 0.292          0.626          5667.56348     0.54715        220.3122       15.56          0.10132        1.239          22.4845        1.239          15.56          
1099     bat        0.00035        0.292          0.626          5666.87988     0.54715        220.3124       15.56          0.09993        1.1937         22.4837        1.1937         15.56          
1100     bat        0.0003916666667 0.292          0.626          5666.16504     0.54715        220.3124       15.56          0.09993        1.2023         22.4816        1.2023         15.56          
1101     bat        0.0004333333333 0.292          0.626          5665.78369     0.54715        220.3123       15.56          0.09993        1.2101         22.4841        1.2101         15.56          
1102     bat        0.000475       0.292          0.626          5666.22949     0.54576        220.3122       15.56          0.09993        1.2172         22.4857        1.2172         15.56          
1103     bat        0.0005166666667 0.292          0.626          5668.26709     0.54576        220.3124       15.56          0.09993        1.2238         22.481         1.2238         15.56          
1104     bat        0.0005583333333 0.292          0.626          5667.98145     0.54576        220.3124       15.56          0.09993        1.2298         22.4814        1.2298         15.56          
1105     bat        0.0006         0.292          0.626          5667.62207     0.54576        220.3124       15.56          0.09993        1.2355         22.4814        1.2355         15.56          
1106     bat        0.0001         0.3015         0.626          5662.63477     0.54993        220.0552       15.56          0.10271        1.2037         22.3753        1.2037         15.56          
1107     bat        0.0001416666667 0.3015         0.626          5660.84082     0.54993        220.0552       15.56          0.10271        1.2304         22.3773        1.2304         15.56          
1108     bat        0.0001833333333 0.3015         0.626          5662.99902     0.54854        220.0553       15.56          0.10271        1.2512         22.377         1.2512         15.56          
1109     bat        0.000225       0.3015         0.626          5661.93457     0.54854        220.0553       15.56          0.10132        1.2139         22.3776        1.2139         15.56          
1110     bat        0.0002666666667 0.3015         0.626          5660.86426     0.54854        220.0553       15.56          0.10132        1.2273         22.3752        1.2273         15.56          
1111     bat        0.0003083333333 0.3015         0.626          5661.12646     0.54715        220.0553       15.56          0.10132        1.239          22.376         1.239          15.56          
1112     bat        0.00035        0.3015         0.626          5663.02246     0.54715        220.0553       15.56          0.10132        1.2493         22.3752        1.2493         15.56          
1113     bat        0.0003916666667 0.3015         0.626          5662.66113     0.54715        220.0553       15.56          0.09993        1.2023         22.3788        1.2023         15.56          
1114     bat        0.0004333333333 0.3015         0.626          5661.95557     0.54715        220.0554       15.56          0.09993        1.2101         22.3756        1.2101         15.56          
1115     bat        0.000475       0.3015         0.626          5661.59473     0.54715        220.0554       15.56          0.09993        1.2172         22.3774        1.2172         15.56          
1116     bat        0.0005166666667 0.3015         0.626          5661.23535     0.54715        220.0553       15.56          0.09993        1.2238         22.3785        1.2238         15.56          
1117     bat        0.0005583333333 0.3015         0.626          5660.87354     0.54715        220.0553       15.56          0.09993        1.2298         22.3789        1.2298         15.56          
1118     bat        0.0006         0.3015         0.626          5660.5127      0.54715        220.0554       15.56          0.09993        1.2355         22.3789        1.2355         15.56          
1119     bat        0.0001         0.311          0.626          5655.81738     0.55132        219.7969       15.56          0.1041         1.2547         22.27          1.2547         15.56          
1120     bat        0.0001416666667 0.311          0.626          5657.61572     0.54993        219.7969       15.56          0.10271        1.2304         22.2722        1.2304         15.56          
1121     bat        0.0001833333333 0.311          0.626          5656.19238     0.54993        219.797        15.56          0.10271        1.2512         22.2722        1.2512         15.56          
1122     bat        0.000225       0.311          0.626          5657.32959     0.54854        219.797        15.56          0.10132        1.2139         22.2675        1.2139         15.56          
1123     bat        0.0002666666667 0.311          0.626          5657.63477     0.54854        219.797        15.56          0.10132        1.2273         22.2706        1.2273         15.56          
1124     bat        0.0003083333333 0.311          0.626          5656.92432     0.54854        219.7971       15.56          0.10132        1.239          22.2715        1.239          15.56          
1125     bat        0.00035        0.311          0.626          5656.20947     0.54854        219.7971       15.56          0.10132        1.2493         22.2708        1.2493         15.56          
1126     bat        0.0003916666667 0.311          0.626          5655.49854     0.54854        219.7971       15.56          0.10132        1.2586         22.2688        1.2586         15.56          
1127     bat        0.0004333333333 0.311          0.626          5655.90771     0.54715        219.7971       15.56          0.09993        1.2101         22.2715        1.2101         15.56          
1128     bat        0.000475       0.311          0.626          5657.93506     0.54715        219.7971       15.56          0.09993        1.2172         22.2675        1.2172         15.56          
1129     bat        0.0005166666667 0.311          0.626          5657.65723     0.54715        219.7971       15.56          0.09993        1.2238         22.2687        1.2238         15.56          
1130     bat        0.0005583333333 0.311          0.626          5657.30322     0.54715        219.7971       15.56          0.09993        1.2298         22.2692        1.2298         15.56          
1131     bat        0.0006         0.311          0.626          5656.9502      0.54715        219.7971       15.56          0.09993        1.2355         22.2692        1.2355         15.56          
1132     bat        0.0001         0.3205         0.626          5652.3916      0.55132        219.5347       15.56          0.1041         1.2547         22.1632        1.2547         15.56          
1133     bat        0.0001416666667 0.3205         0.626          5650.36572     0.55132        219.5352       15.56          0.10271        1.2304         22.1604        1.2304         15.56          
1134     bat        0.0001833333333 0.3205         0.626          5652.5166      0.54993        219.5352       15.56          0.10271        1.2512         22.1604        1.2512         15.56          
1135     bat        0.000225       0.3205         0.626          5651.42041     0.54993        219.5351       15.56          0.10271        1.2682         22.1613        1.2682         15.56          
1136     bat        0.0002666666667 0.3205         0.626          5650.43848     0.54993        219.5354       15.56          0.10132        1.2273         22.159         1.2273         15.56          
1137     bat        0.0003083333333 0.3205         0.626          5652.00977     0.54854        219.5353       15.56          0.10132        1.239          22.16          1.239          15.56          
1138     bat        0.00035        0.3205         0.626          5652.5752      0.54854        219.5354       15.56          0.10132        1.2493         22.1594        1.2493         15.56          
1139     bat        0.0003916666667 0.3205         0.626          5652.07666     0.54854        219.5349       15.56          0.10132        1.2586         22.1631        1.2586         15.56          
1140     bat        0.0004333333333 0.3205         0.626          5651.48291     0.54854        219.5353       15.56          0.10132        1.2671         22.1601        1.2671         15.56          
1141     bat        0.000475       0.3205         0.626          5651.06055     0.54854        219.535        15.56          0.09993        1.2172         22.162         1.2172         15.56          
1142     bat        0.0005166666667 0.3205         0.626          5650.65332     0.54854        219.5349       15.56          0.09993        1.2238         22.1632        1.2238         15.56          
1143     bat        0.0005583333333 0.3205         0.626          5650.27197     0.54854        219.5348       15.56          0.09993        1.2298         22.1638        1.2298         15.56          
1144     bat        0.0006         0.3205         0.626          5650.57568     0.54715        219.5348       15.56          0.09993        1.2355         22.1639        1.2355         15.56          
1145     bat        0.0001         0.33           0.626          5645.01367     0.55271        219.2699       15.56          0.1041         1.2547         22.0497        1.2547         15.56          
1146     bat        0.0001416666667 0.33           0.626          5646.80957     0.55132        219.27         15.56          0.10271        1.2304         22.0523        1.2304         15.56          
1147     bat        0.0001833333333 0.33           0.626          5645.39551     0.55132        219.27         15.56          0.10271        1.2512         22.0526        1.2512         15.56          
1148     bat        0.000225       0.33           0.626          5647.31396     0.54993        219.27         15.56          0.10271        1.2682         22.0481        1.2682         15.56          
1149     bat        0.0002666666667 0.33           0.626          5646.82666     0.54993        219.27         15.56          0.10132        1.2273         22.0515        1.2273         15.56          
1150     bat        0.0003083333333 0.33           0.626          5646.12354     0.54993        219.2701       15.56          0.10132        1.239          22.0526        1.239          15.56          
1151     bat        0.00035        0.33           0.626          5645.41113     0.54993        219.2701       15.56          0.10132        1.2493         22.0521        1.2493         15.56          
1152     bat        0.0003916666667 0.33           0.626          5645.16699     0.54854        219.2701       15.56          0.10132        1.2586         22.0502        1.2586         15.56          
1153     bat        0.0004333333333 0.33           0.626          5646.55371     0.54854        219.2701       15.56          0.10132        1.2671         22.053         1.2671         15.56          
1154     bat        0.000475       0.33           0.626          5647.19629     0.54854        219.2701       15.56          0.10132        1.2747         22.0491        1.2747         15.56          
1155     bat        0.0005166666667 0.33           0.626          5646.84082     0.54854        219.2701       15.56          0.09993        1.2238         22.0504        1.2238         15.56          
1156     bat        0.0005583333333 0.33           0.626          5646.49316     0.54854        219.2701       15.56          0.09993        1.2298         22.051         1.2298         15.56          
1157     bat        0.0006         0.33           0.626          5646.13916     0.54854        219.2701       15.56          0.09993        1.2355         22.0511        1.2355         15.56          
1158     bat        0.0001         0.3395         0.626          5641.66113     0.55271        219.0025       15.56          0.1041         1.2547         21.9399        1.2547         15.56          
1159     bat        0.0001416666667 0.3395         0.626          5639.65137     0.55132        219.0025       15.56          0.1041         1.2833         21.9374        1.2833         15.56          
1160     bat        0.0001833333333 0.3395         0.626          5641.67773     0.55132        219.0026       15.56          0.10271        1.2512         21.9378        1.2512         15.56          
1161     bat        0.000225       0.3395         0.626          5640.61963     0.55132        219.0026       15.56          0.10271        1.2682         21.9389        1.2682         15.56          
1162     bat        0.0002666666667 0.3395         0.626          5639.65527     0.54993        219.0026       15.56          0.10271        1.2827         21.9368        1.2827         15.56          
1163     bat        0.0003083333333 0.3395         0.626          5641.9834      0.54993        219.0026       15.56          0.10132        1.239          21.938         1.239          15.56          
1164     bat        0.00035        0.3395         0.626          5641.68994     0.54993        219.0026       15.56          0.10132        1.2493         21.9375        1.2493         15.56          
1165     bat        0.0003916666667 0.3395         0.626          5641.34229     0.54993        219.0026       15.56          0.10132        1.2586         21.9415        1.2586         15.56          
1166     bat        0.0004333333333 0.3395         0.626          5640.63916     0.54993        219.0027       15.56          0.10132        1.2671         21.9385        1.2671         15.56          
1167     bat        0.000475       0.3395         0.626          5640.2876      0.54993        219.0026       15.56          0.10132        1.2747         21.9405        1.2747         15.56          
1168     bat        0.0005166666667 0.3395         0.626          5639.66162     0.54854        219.0027       15.56          0.10132        1.2819         21.936         1.2819         15.56          
1169     bat        0.0005583333333 0.3395         0.626          5641.05762     0.54854        219.0027       15.56          0.09993        1.2298         21.9366        1.2298         15.56          
1170     bat        0.0006         0.3395         0.626          5641.99756     0.54854        219.0027       15.56          0.09993        1.2355         21.9368        1.2355         15.56          
1171     bat        0.0001         0.349          0.626          5634.36914     0.5541         218.7321       15.56          0.1041         1.2547         21.8232        1.2547         15.56          
1172     bat        0.0001416666667 0.349          0.626          5636.0752      0.55271        218.7318       15.56          0.1041         1.2833         21.8263        1.2833         15.56          
1173     bat        0.0001833333333 0.349          0.626          5634.6416      0.55271        218.7317       15.56          0.10271        1.2512         21.8268        1.2512         15.56          
1174     bat        0.000225       0.349          0.626          5636.86426     0.55132        218.7321       15.56          0.10271        1.2682         21.8226        1.2682         15.56          
1175     bat        0.0002666666667 0.349          0.626          5636.09863     0.55132        218.7319       15.56          0.10271        1.2827         21.8262        1.2827         15.56          
1176     bat        0.0003083333333 0.349          0.626          5635.33789     0.55132        218.7317       15.56          0.10271        1.2953         21.8275        1.2953         15.56          
1177     bat        0.00035        0.349          0.626          5634.64697     0.55132        218.7318       15.56          0.10132        1.2493         21.8271        1.2493         15.56          
1178     bat        0.0003916666667 0.349          0.626          5635.40918     0.54993        218.732        15.56          0.10132        1.2586         21.8254        1.2586         15.56          
1179     bat        0.0004333333333 0.349          0.626          5636.49121     0.54993        218.7317       15.56          0.10132        1.2671         21.8283        1.2671         15.56          
1180     bat        0.000475       0.349          0.626          5636.52197     0.54993        218.7321       15.56          0.10132        1.2747         21.8245        1.2747         15.56          
1181     bat        0.0005166666667 0.349          0.626          5636.12598     0.54993        218.7319       15.56          0.10132        1.2819         21.8259        1.2819         15.56          
1182     bat        0.0005583333333 0.349          0.626          5635.74707     0.54993        218.7319       15.56          0.10132        1.2885         21.8267        1.2885         15.56          
1183     bat        0.0006         0.349          0.626          5635.38525     0.54993        218.7318       15.56          0.10132        1.2947         21.8269        1.2947         15.56          
1184     bat        0.0001         0.235          0.6341666667   5684.38525     0.54715        221.1954       15.56          0.10132        1.1538         22.8307        1.1538         15.56          
1185     bat        0.0001416666667 0.235          0.6341666667   5685.59668     0.54576        221.1954       15.56          0.10132        1.1787         22.8313        1.1787         15.56          
1186     bat        0.0001833333333 0.235          0.6341666667   5684.76025     0.54576        221.1954       15.56          0.10132        1.198          22.8301        1.198          15.56          
1187     bat        0.000225       0.235          0.6341666667   5683.66895     0.54576        221.1955       15.56          0.09993        1.1608         22.8299        1.1608         15.56          
1188     bat        0.0002666666667 0.235          0.6341666667   5684.45459     0.54438        221.1955       15.56          0.09993        1.1733         22.8322        1.1733         15.56          
1189     bat        0.0003083333333 0.235          0.6341666667   5685.87207     0.54438        221.1955       15.56          0.09993        1.1841         22.8325        1.1841         15.56          
1190     bat        0.00035        0.235          0.6341666667   5685.14648     0.54438        221.1955       15.56          0.09993        1.1937         22.8312        1.1937         15.56          
1191     bat        0.0003916666667 0.235          0.6341666667   5684.4126      0.54438        221.1955       15.56          0.09854        1.1474         22.8288        1.1474         15.56          
1192     bat        0.0004333333333 0.235          0.6341666667   5684.05566     0.54438        221.1955       15.56          0.09854        1.1546         22.8309        1.1546         15.56          
1193     bat        0.000475       0.235          0.6341666667   5683.69629     0.54438        221.1955       15.56          0.09854        1.1612         22.8322        1.1612         15.56          
1194     bat        0.0005166666667 0.235          0.6341666667   5684.47949     0.54299        221.1955       15.56          0.09854        1.1672         22.8273        1.1672         15.56          
1195     bat        0.0005583333333 0.235          0.6341666667   5685.62402     0.54299        221.1955       15.56          0.09854        1.1728         22.8275        1.1728         15.56          
1196     bat        0.0006         0.235          0.6341666667   5685.61475     0.54299        221.1956       15.56          0.09854        1.1781         22.8329        1.1781         15.56          
1197     bat        0.0001         0.2445         0.6341666667   5680.84619     0.54715        220.9582       15.56          0.10271        1.2037         22.7309        1.2037         15.56          
1198     bat        0.0001416666667 0.2445         0.6341666667   5679.0127      0.54715        220.9581       15.56          0.10132        1.1787         22.7316        1.1787         15.56          
1199     bat        0.0001833333333 0.2445         0.6341666667   5680.90918     0.54576        220.9582       15.56          0.10132        1.198          22.7305        1.198          15.56          
1200     bat        0.000225       0.2445         0.6341666667   5680.16504     0.54576        220.9583       15.56          0.09993        1.1608         22.7304        1.1608         15.56          
1201     bat        0.0002666666667 0.2445         0.6341666667   5679.3916      0.54576        220.9582       15.56          0.09993        1.1733         22.7328        1.1733         15.56          
1202     bat        0.0003083333333 0.2445         0.6341666667   5678.66504     0.54576        220.9582       15.56          0.09993        1.1841         22.7331        1.1841         15.56          
1203     bat        0.00035        0.2445         0.6341666667   5680.0459      0.54438        220.9582       15.56          0.09993        1.1937         22.7319        1.1937         15.56          
1204     bat        0.0003916666667 0.2445         0.6341666667   5680.88428     0.54438        220.9582       15.56          0.09993        1.2023         22.7351        1.2023         15.56          
1205     bat        0.0004333333333 0.2445         0.6341666667   5680.49707     0.54438        220.9582       15.56          0.09854        1.1546         22.7317        1.1546         15.56          
1206     bat        0.000475       0.2445         0.6341666667   5680.13379     0.54438        220.9582       15.56          0.09854        1.1612         22.733         1.1612         15.56          
