%eval_id interface wt             kd             st             tu             cw             ch             ph             se             Qp             Tp             Bw             Bd             Tc             Bwbc           Bwac           Bdbc           Bdac           
143      bat        1.925          270            229            0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
144      bat        2.09           270            229            0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
145      bat        1.76           23             271.5          0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
146      bat        1.925          23             271.5          0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
147      bat        2.09           23             271.5          0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
148      bat        1.76           146.5          271.5          0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
149      bat        1.925          146.5          271.5          0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
150      bat        2.09           146.5          271.5          0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
151      bat        1.76           270            271.5          0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
152      bat        1.925          270            271.5          0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
153      bat        2.09           270            271.5          0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
154      bat        1.76           23             314            0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
155      bat        1.925          23             314            0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
156      bat        2.09           23             314            0.16           1.98           1.2            0.2            2.694          0.57           720            1.643          1.2            1440           0.991          1.201          0.68           0.68           
157      bat        1.76           146.5          314            0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
158      bat        1.925          146.5          314            0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
159      bat        2.09           146.5          314            0.16           1.98           1.2            0.2            2.694          1.34           360            4.365          1.2            288            0.924          1.442          0.683          0.683          
160      bat        1.76           270            314            0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
161      bat        1.925          270            314            0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
162      bat        2.09           270            314            0.16           1.98           1.2            0.2            2.694          2.16           360            6.233          1.2            288            1.128          2.624          0.408          1.158          
163      bat        1.76           23             229            0              2.18           1.2            0.2            2.694          0.6            1080           1.673          1.2            1800           1.106          1.28           0.61           0.61           
164      bat        1.925          23             229            0              2.18           1.2            0.2            2.694          0.6            1080           1.673          1.2            1800           1.106          1.28           0.61           0.61           
